open_time,open,high,low,close,volume,close_time,amount,trade_count,open_time_unix_ms,close_time_unix_ms,btc_close_price,strike_price_K,time_to_maturity_t2m,current_time_t,contract_duration_T
2025-11-14 15:00:00,15450,15450,15450,15450,0,2025-11-14 15:30:00,0,0,1763107200000,1763109000000,96930.52000000,90000,0.01912100,0.00005708,0.01917808
2025-11-14 15:30:00,15450,15450,15450,15450,0,2025-11-14 16:00:00,0,0,1763109000000,1763110800000,97377.41000000,90000,0.01906393,0.00011416,0.01917808
2025-11-14 16:00:00,7850,7850,7850,7850,1.7,2025-11-14 16:30:00,13345,1,1763110800000,1763112600000,97079.17000000,90000,0.01900685,0.00017123,0.01917808
2025-11-14 16:30:00,7660,7660,7660,7660,1.7,2025-11-14 17:00:00,13022,1,1763112600000,1763114400000,96839.93000000,90000,0.01894977,0.00022831,0.01917808
2025-11-14 17:00:00,7660,7660,7660,7660,0,2025-11-14 17:30:00,0,0,1763114400000,1763116200000,96999.90000000,90000,0.01889269,0.00028539,0.01917808
2025-11-14 17:30:00,7660,7660,7660,7660,0,2025-11-14 18:00:00,0,0,1763116200000,1763118000000,96752.20000000,90000,0.01883562,0.00034247,0.01917808
2025-11-14 18:00:00,7660,7660,7660,7660,0,2025-11-14 18:30:00,0,0,1763118000000,1763119800000,96529.87000000,90000,0.01877854,0.00039954,0.01917808
2025-11-14 18:30:00,7660,7660,7660,7660,0,2025-11-14 19:00:00,0,0,1763119800000,1763121600000,96167.44000000,90000,0.01872146,0.00045662,0.01917808
2025-11-14 19:00:00,7660,7660,7660,7660,0,2025-11-14 19:30:00,0,0,1763121600000,1763123400000,95756.95000000,90000,0.01866438,0.00051370,0.01917808
2025-11-14 19:30:00,7660,7660,7660,7660,0,2025-11-14 20:00:00,0,0,1763123400000,1763125200000,95350.75000000,90000,0.01860731,0.00057078,0.01917808
2025-11-14 20:00:00,7660,7660,7660,7660,0,2025-11-14 20:30:00,0,0,1763125200000,1763127000000,95099.99000000,90000,0.01855023,0.00062785,0.01917808
2025-11-14 20:30:00,7660,7660,7660,7660,0,2025-11-14 21:00:00,0,0,1763127000000,1763128800000,95243.95000000,90000,0.01849315,0.00068493,0.01917808
2025-11-14 21:00:00,7660,7660,7660,7660,0,2025-11-14 21:30:00,0,0,1763128800000,1763130600000,95412.62000000,90000,0.01843607,0.00074201,0.01917808
2025-11-14 21:30:00,7660,7660,7660,7660,0,2025-11-14 22:00:00,0,0,1763130600000,1763132400000,96542.38000000,90000,0.01837900,0.00079909,0.01917808
2025-11-14 22:00:00,7660,7660,7660,7660,0,2025-11-14 22:30:00,0,0,1763132400000,1763134200000,96543.46000000,90000,0.01832192,0.00085616,0.01917808
2025-11-14 22:30:00,7660,7660,7660,7660,0,2025-11-14 23:00:00,0,0,1763134200000,1763136000000,96796.14000000,90000,0.01826484,0.00091324,0.01917808
2025-11-14 23:00:00,7660,7660,7660,7660,0,2025-11-14 23:30:00,0,0,1763136000000,1763137800000,96974.13000000,90000,0.01820776,0.00097032,0.01917808
2025-11-14 23:30:00,7660,7660,7660,7660,0,2025-11-15 00:00:00,0,0,1763137800000,1763139600000,97011.22000000,90000,0.01815068,0.00102740,0.01917808
2025-11-15 00:00:00,7660,7660,7660,7660,0,2025-11-15 00:30:00,0,0,1763139600000,1763141400000,96719.03000000,90000,0.01809361,0.00108447,0.01917808
2025-11-15 00:30:00,7660,7660,7660,7660,0,2025-11-15 01:00:00,0,0,1763141400000,1763143200000,95842.56000000,90000,0.01803653,0.00114155,0.01917808
2025-11-15 01:00:00,7660,7660,7660,7660,0,2025-11-15 01:30:00,0,0,1763143200000,1763145000000,96050.90000000,90000,0.01797945,0.00119863,0.01917808
2025-11-15 01:30:00,7660,7660,7660,7660,0,2025-11-15 02:00:00,0,0,1763145000000,1763146800000,95075.53000000,90000,0.01792237,0.00125571,0.01917808
2025-11-15 02:00:00,7660,7660,7660,7660,0,2025-11-15 02:30:00,0,0,1763146800000,1763148600000,95737.70000000,90000,0.01786530,0.00131279,0.01917808
2025-11-15 02:30:00,7660,7660,7660,7660,0,2025-11-15 03:00:00,0,0,1763148600000,1763150400000,95778.29000000,90000,0.01780822,0.00136986,0.01917808
2025-11-15 03:00:00,7660,7660,7660,7660,0,2025-11-15 03:30:00,0,0,1763150400000,1763152200000,94934.15000000,90000,0.01775114,0.00142694,0.01917808
2025-11-15 03:30:00,7660,7660,7660,7660,0,2025-11-15 04:00:00,0,0,1763152200000,1763154000000,94377.47000000,90000,0.01769406,0.00148402,0.01917808
2025-11-15 04:00:00,7660,7660,7660,7660,0,2025-11-15 04:30:00,0,0,1763154000000,1763155800000,94692.17000000,90000,0.01763699,0.00154110,0.01917808
2025-11-15 04:30:00,7660,7660,7660,7660,0,2025-11-15 05:00:00,0,0,1763155800000,1763157600000,95059.47000000,90000,0.01757991,0.00159817,0.01917808
2025-11-15 05:00:00,7660,7660,7660,7660,0,2025-11-15 05:30:00,0,0,1763157600000,1763159400000,95282.98000000,90000,0.01752283,0.00165525,0.01917808
2025-11-15 05:30:00,7660,7660,7660,7660,0,2025-11-15 06:00:00,0,0,1763159400000,1763161200000,95179.99000000,90000,0.01746575,0.00171233,0.01917808
