open_time,open,high,low,close,volume,close_time,amount,trade_count,open_time_unix_ms,close_time_unix_ms,btc_close_price,strike_price_K,time_to_maturity_t2m,current_time_t,contract_duration_T
2025-11-16 05:00:00,4375,4375,4375,4375,0,2025-11-16 05:30:00,0,0,1763244000000,1763245800000,95612.50000000,100000,0.11067352,0.13864155,0.24931507
2025-11-16 05:30:00,4210,4210,4210,4210,0.21,2025-11-16 06:00:00,884.1,1,1763245800000,1763247600000,95619.62000000,100000,0.11061644,0.13869863,0.24931507
2025-11-16 06:00:00,4210,4210,4210,4210,0,2025-11-16 06:30:00,0,0,1763247600000,1763249400000,95635.72000000,100000,0.11055936,0.13875571,0.24931507
2025-11-16 06:30:00,4210,4210,4210,4210,0,2025-11-16 07:00:00,0,0,1763249400000,1763251200000,95596.24000000,100000,0.11050228,0.13881279,0.24931507
2025-11-16 07:00:00,4210,4210,4210,4210,0,2025-11-16 07:30:00,0,0,1763251200000,1763253000000,95268.08000000,100000,0.11044521,0.13886986,0.24931507
2025-11-16 07:30:00,4210,4210,4210,4210,0,2025-11-16 08:00:00,0,0,1763253000000,1763254800000,95362.00000000,100000,0.11038813,0.13892694,0.24931507
2025-11-16 08:00:00,4210,4210,4210,4210,0,2025-11-16 08:30:00,0,0,1763254800000,1763256600000,95450.01000000,100000,0.11033105,0.13898402,0.24931507
2025-11-16 08:30:00,4210,4210,4210,4210,0,2025-11-16 09:00:00,0,0,1763256600000,1763258400000,95276.62000000,100000,0.11027397,0.13904110,0.24931507
2025-11-16 09:00:00,4210,4210,4210,4210,0,2025-11-16 09:30:00,0,0,1763258400000,1763260200000,95660.45000000,100000,0.11021689,0.13909817,0.24931507
2025-11-16 09:30:00,4210,4210,4210,4210,0,2025-11-16 10:00:00,0,0,1763260200000,1763262000000,95963.88000000,100000,0.11015982,0.13915525,0.24931507
2025-11-16 10:00:00,4210,4210,4210,4210,0,2025-11-16 10:30:00,0,0,1763262000000,1763263800000,95814.90000000,100000,0.11010274,0.13921233,0.24931507
2025-11-16 10:30:00,4210,4210,4210,4210,0,2025-11-16 11:00:00,0,0,1763263800000,1763265600000,95825.02000000,100000,0.11004566,0.13926941,0.24931507
2025-11-16 11:00:00,4210,4210,4210,4210,0,2025-11-16 11:30:00,0,0,1763265600000,1763267400000,95835.76000000,100000,0.10998858,0.13932648,0.24931507
2025-11-16 11:30:00,4210,4210,4210,4210,0,2025-11-16 12:00:00,0,0,1763267400000,1763269200000,95821.79000000,100000,0.10993151,0.13938356,0.24931507
2025-11-16 12:00:00,4210,4210,4210,4210,0,2025-11-16 12:30:00,0,0,1763269200000,1763271000000,95966.37000000,100000,0.10987443,0.13944064,0.24931507
2025-11-16 12:30:00,4210,4210,4210,4210,0,2025-11-16 13:00:00,0,0,1763271000000,1763272800000,95881.82000000,100000,0.10981735,0.13949772,0.24931507
2025-11-16 13:00:00,4210,4210,4210,4210,0,2025-11-16 13:30:00,0,0,1763272800000,1763274600000,95978.88000000,100000,0.10976027,0.13955479,0.24931507
2025-11-16 13:30:00,4210,4210,4210,4210,0,2025-11-16 14:00:00,0,0,1763274600000,1763276400000,95813.53000000,100000,0.10970320,0.13961187,0.24931507
2025-11-16 14:00:00,4285,4285,4285,4285,0.09,2025-11-16 14:30:00,385.65,1,1763276400000,1763278200000,95820.75000000,100000,0.10964612,0.13966895,0.24931507
